70.770623,21.205133
166.203416,69.585165
282.146388,17.879193
331.520222,-18.816209
358.177466,-34.826331
256.453158,-55.218402
174.826393,54.871492
17.413705,31.828179
268.629684,82.731490
196.253841,45.445652
183.097831,86.165939
54.952530,15.544889
272.398610,41.766819
350.373028,15.099254
336.855644,53.959897
40.688213,66.596425
23.813452,41.311338
107.018451,-36.261628
82.786510,-32.039024
255.293989,-54.428155
122.175457,-40.258965
208.329629,-14.635798
124.186613,-48.777542
151.081094,-74.141075
299.662398,-78.245535
231.257274,-29.865400
41.310570,-34.611330
14.710971,-70.438191
207.971502,11.343666
213.366834,32.026479
91.463386,-11.425468
100.546572,-19.381517
92.426064,-38.569726
223.208552,-23.931122
73.546048,-28.586091
190.544174,31.922212
65.426121,21.097402
169.595917,-30.231157
141.975543,17.090441
142.078503,-21.045005
39.175121,73.181219
78.017886,78.301668
165.172289,-20.767343
166.925780,-32.880498
207.614835,-49.720392
175.029166,-53.190378
137.324701,55.238011
3.618204,37.923249
96.166535,45.276943
99.924605,40.894837
81.596103,23.536727
22.089620,-53.705167
112.906271,34.671554
113.999224,75.734578
56.791982,-33.319564
4.688576,43.185227
238.440892,40.572895
51.790694,-52.810049
47.027666,-37.490601
29.926596,-50.748023
344.085257,-43.949299
62.014145,-72.776026
353.245996,42.229497
292.881676,-68.310211
271.789764,-27.238356
8.522823,68.793953
9.532917,59.971987
24.989304,63.210297
189.442227,-39.136381
149.776880,-26.629752
159.601385,-57.027019
113.494443,-41.343981
342.744522,17.614746
79.073799,-49.616714
36.451868,22.588681
64.128360,-37.024057
291.111443,-25.099722
264.669668,-55.493435
254.909449,22.643484
61.996046,-47.071702
61.280443,-31.721189
249.356730,30.120396
148.917669,17.588125
315.691236,-38.236467
285.965334,-25.397473
217.085736,43.831782
266.572641,32.403948
112.585105,-15.162986
237.238085,-9.441755
101.384774,-32.575137
318.682768,-62.668130
157.208966,-44.664532
118.815142,55.002112
175.752930,54.446780
282.841226,47.371688
225.663643,44.775446
251.092476,-57.160680
235.131396,-44.968703
214.025452,4.466801
153.619597,74.698958
13.704075,-40.487764
3.801313,-51.031382
86.186343,-44.708200
314.859605,-32.417274
83.481967,38.162618
49.335008,46.547127
51.845839,8.513300
15.008115,-80.094456
